x	acos	binomial	nvidia0	nvidia1	nvidia2	nvidia3	nvidia4	nvidia5	nvidia6	d_binomial	d_nvidia0	d_nvidia1	d_nvidia2	d_nvidia3	d_nvidia4	d_nvidia5	d_nvidia6
0.143855	1.426440	1.426445	1.426502	1.426502	1.426502	1.426502	1.426502	1.426502	1.426502	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.143955	1.426339	1.426344	1.426401	1.426401	1.426401	1.426401	1.426401	1.426401	1.426401	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144055	1.426238	1.426243	1.426300	1.426300	1.426300	1.426300	1.426300	1.426300	1.426300	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144155	1.426137	1.426142	1.426199	1.426199	1.426198	1.426198	1.426198	1.426198	1.426198	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144255	1.426036	1.426041	1.426098	1.426098	1.426098	1.426098	1.426098	1.426098	1.426098	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144355	1.425935	1.425940	1.425996	1.425996	1.425996	1.425996	1.425996	1.425996	1.425996	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144455	1.425834	1.425838	1.425895	1.425895	1.425895	1.425895	1.425895	1.425895	1.425895	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144555	1.425733	1.425737	1.425794	1.425794	1.425794	1.425794	1.425794	1.425794	1.425794	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144655	1.425632	1.425636	1.425693	1.425693	1.425693	1.425693	1.425693	1.425693	1.425693	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144755	1.425531	1.425535	1.425592	1.425592	1.425592	1.425592	1.425592	1.425592	1.425592	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144855	1.425429	1.425434	1.425491	1.425491	1.425491	1.425491	1.425491	1.425491	1.425491	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.144955	1.425328	1.425333	1.425390	1.425390	1.425390	1.425390	1.425390	1.425390	1.425390	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.145055	1.425227	1.425232	1.425289	1.425289	1.425289	1.425289	1.425289	1.425289	1.425289	-0.000005	-0.000062	-0.000062	-0.000061	-0.000062	-0.000062	-0.000062	-0.000062
0.145155	1.425126	1.425131	1.425188	1.425188	1.425188	1.425188	1.425188	1.425188	1.425188	-0.000005	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062	-0.000062
0.145255	1.425025	1.425030	1.425087	1.425087	1.425087	1.425087	1.425087	1.425087	1.425087	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.145355	1.424924	1.424929	1.424986	1.424986	1.424986	1.424986	1.424986	1.424986	1.424986	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.145455	1.424823	1.424828	1.424884	1.424884	1.424884	1.424884	1.424884	1.424884	1.424884	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.145555	1.424722	1.424727	1.424783	1.424783	1.424783	1.424783	1.424783	1.424783	1.424783	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.145655	1.424621	1.424626	1.424682	1.424682	1.424682	1.424682	1.424682	1.424682	1.424682	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.145755	1.424520	1.424525	1.424581	1.424581	1.424581	1.424581	1.424581	1.424581	1.424581	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.145855	1.424419	1.424424	1.424480	1.424480	1.424480	1.424480	1.424480	1.424480	1.424480	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.145955	1.424318	1.424323	1.424379	1.424379	1.424379	1.424379	1.424379	1.424379	1.424379	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146055	1.424217	1.424222	1.424278	1.424278	1.424278	1.424278	1.424278	1.424278	1.424278	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146155	1.424115	1.424121	1.424177	1.424177	1.424177	1.424177	1.424177	1.424177	1.424177	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146255	1.424014	1.424019	1.424076	1.424076	1.424076	1.424076	1.424076	1.424076	1.424076	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146355	1.423913	1.423918	1.423975	1.423975	1.423975	1.423975	1.423975	1.423975	1.423975	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146455	1.423812	1.423817	1.423873	1.423873	1.423873	1.423873	1.423873	1.423873	1.423873	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146555	1.423711	1.423716	1.423772	1.423772	1.423772	1.423772	1.423772	1.423772	1.423772	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146655	1.423610	1.423615	1.423671	1.423671	1.423671	1.423671	1.423671	1.423671	1.423671	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146755	1.423509	1.423514	1.423570	1.423570	1.423570	1.423570	1.423570	1.423570	1.423570	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146855	1.423408	1.423413	1.423469	1.423469	1.423469	1.423469	1.423469	1.423469	1.423469	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.146955	1.423307	1.423312	1.423368	1.423368	1.423368	1.423368	1.423368	1.423368	1.423368	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147055	1.423206	1.423211	1.423267	1.423267	1.423267	1.423267	1.423267	1.423267	1.423267	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147155	1.423105	1.423110	1.423166	1.423166	1.423166	1.423166	1.423166	1.423166	1.423166	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147255	1.423003	1.423009	1.423064	1.423064	1.423064	1.423064	1.423064	1.423064	1.423064	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147355	1.422902	1.422908	1.422963	1.422963	1.422963	1.422963	1.422963	1.422963	1.422963	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147455	1.422801	1.422807	1.422862	1.422862	1.422862	1.422862	1.422862	1.422862	1.422862	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147556	1.422700	1.422705	1.422761	1.422761	1.422761	1.422761	1.422761	1.422761	1.422761	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147656	1.422599	1.422604	1.422660	1.422660	1.422660	1.422660	1.422660	1.422660	1.422660	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147756	1.422498	1.422503	1.422559	1.422559	1.422559	1.422559	1.422559	1.422559	1.422559	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147856	1.422397	1.422402	1.422458	1.422458	1.422458	1.422458	1.422458	1.422458	1.422458	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.147956	1.422296	1.422301	1.422357	1.422357	1.422356	1.422357	1.422357	1.422357	1.422357	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148056	1.422194	1.422200	1.422256	1.422256	1.422256	1.422256	1.422256	1.422256	1.422256	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148156	1.422093	1.422099	1.422154	1.422154	1.422154	1.422154	1.422154	1.422154	1.422154	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148256	1.421992	1.421998	1.422053	1.422053	1.422053	1.422053	1.422053	1.422053	1.422053	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148356	1.421891	1.421897	1.421952	1.421952	1.421952	1.421952	1.421952	1.421952	1.421952	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148456	1.421790	1.421795	1.421851	1.421851	1.421851	1.421851	1.421851	1.421851	1.421851	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148556	1.421689	1.421694	1.421750	1.421750	1.421750	1.421750	1.421750	1.421750	1.421750	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148656	1.421588	1.421593	1.421649	1.421649	1.421649	1.421649	1.421649	1.421649	1.421649	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148756	1.421487	1.421492	1.421547	1.421547	1.421547	1.421547	1.421547	1.421547	1.421547	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148856	1.421386	1.421391	1.421446	1.421446	1.421446	1.421446	1.421446	1.421446	1.421446	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.148956	1.421284	1.421290	1.421345	1.421345	1.421345	1.421345	1.421345	1.421345	1.421345	-0.000005	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149056	1.421183	1.421189	1.421244	1.421244	1.421244	1.421244	1.421244	1.421244	1.421244	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149156	1.421082	1.421088	1.421143	1.421143	1.421143	1.421143	1.421143	1.421143	1.421143	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149256	1.420981	1.420987	1.421042	1.421042	1.421042	1.421042	1.421042	1.421042	1.421042	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149356	1.420880	1.420886	1.420941	1.420941	1.420941	1.420941	1.420941	1.420941	1.420941	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149456	1.420779	1.420784	1.420839	1.420839	1.420839	1.420839	1.420839	1.420839	1.420839	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149556	1.420678	1.420683	1.420738	1.420738	1.420738	1.420738	1.420738	1.420738	1.420738	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149656	1.420576	1.420582	1.420637	1.420637	1.420637	1.420637	1.420637	1.420637	1.420637	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149756	1.420475	1.420481	1.420536	1.420536	1.420536	1.420536	1.420536	1.420536	1.420536	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149856	1.420374	1.420380	1.420435	1.420435	1.420435	1.420435	1.420435	1.420435	1.420435	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.149956	1.420273	1.420279	1.420334	1.420334	1.420334	1.420334	1.420334	1.420334	1.420334	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.150056	1.420172	1.420178	1.420233	1.420233	1.420232	1.420232	1.420232	1.420232	1.420232	-0.000006	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061	-0.000061
0.150156	1.420071	1.420076	1.420131	1.420131	1.420131	1.420131	1.420131	1.420131	1.420131	-0.000006	-0.000060	-0.000060	-0.000060	-0.000061	-0.000061	-0.000061	-0.000061
0.150256	1.419970	1.419975	1.420030	1.420030	1.420030	1.420030	1.420030	1.420030	1.420030	-0.000006	-0.000061	-0.000061	-0.000061	-0.000060	-0.000060	-0.000060	-0.000060
0.150356	1.419868	1.419874	1.419929	1.419929	1.419929	1.419929	1.419929	1.419929	1.419929	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.150456	1.419767	1.419773	1.419828	1.419828	1.419828	1.419828	1.419828	1.419828	1.419828	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.150556	1.419666	1.419672	1.419727	1.419727	1.419727	1.419726	1.419726	1.419726	1.419726	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.150656	1.419565	1.419571	1.419625	1.419625	1.419625	1.419625	1.419625	1.419625	1.419625	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.150756	1.419464	1.419470	1.419524	1.419524	1.419524	1.419524	1.419524	1.419524	1.419524	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.150856	1.419363	1.419369	1.419423	1.419423	1.419423	1.419423	1.419423	1.419423	1.419423	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.150956	1.419261	1.419267	1.419322	1.419322	1.419322	1.419322	1.419322	1.419322	1.419322	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151056	1.419160	1.419166	1.419221	1.419221	1.419221	1.419221	1.419221	1.419221	1.419221	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151156	1.419059	1.419065	1.419119	1.419119	1.419119	1.419119	1.419119	1.419119	1.419119	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151256	1.418958	1.418964	1.419018	1.419018	1.419018	1.419018	1.419018	1.419018	1.419018	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151356	1.418857	1.418863	1.418917	1.418917	1.418917	1.418917	1.418917	1.418917	1.418917	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151456	1.418756	1.418762	1.418816	1.418816	1.418816	1.418816	1.418816	1.418816	1.418816	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151556	1.418654	1.418661	1.418715	1.418715	1.418715	1.418715	1.418715	1.418715	1.418715	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151656	1.418553	1.418559	1.418614	1.418614	1.418614	1.418614	1.418614	1.418614	1.418614	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151756	1.418452	1.418458	1.418512	1.418512	1.418512	1.418512	1.418512	1.418512	1.418512	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151856	1.418351	1.418357	1.418411	1.418411	1.418411	1.418411	1.418411	1.418411	1.418411	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.151956	1.418250	1.418256	1.418310	1.418310	1.418310	1.418310	1.418310	1.418310	1.418310	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152056	1.418149	1.418155	1.418209	1.418209	1.418209	1.418209	1.418209	1.418209	1.418209	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152156	1.418047	1.418054	1.418108	1.418108	1.418108	1.418107	1.418107	1.418107	1.418107	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152256	1.417946	1.417953	1.418006	1.418006	1.418006	1.418006	1.418006	1.418006	1.418006	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152356	1.417845	1.417851	1.417905	1.417905	1.417905	1.417905	1.417905	1.417905	1.417905	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152456	1.417744	1.417750	1.417804	1.417804	1.417804	1.417804	1.417804	1.417804	1.417804	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152556	1.417643	1.417649	1.417703	1.417703	1.417703	1.417703	1.417703	1.417703	1.417703	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152656	1.417542	1.417548	1.417601	1.417601	1.417601	1.417601	1.417601	1.417601	1.417601	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152756	1.417440	1.417447	1.417500	1.417500	1.417500	1.417500	1.417500	1.417500	1.417500	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152856	1.417339	1.417346	1.417399	1.417399	1.417399	1.417399	1.417399	1.417399	1.417399	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.152956	1.417238	1.417244	1.417298	1.417298	1.417298	1.417298	1.417298	1.417298	1.417298	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153056	1.417137	1.417143	1.417197	1.417197	1.417197	1.417197	1.417197	1.417197	1.417197	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153156	1.417036	1.417042	1.417095	1.417095	1.417095	1.417095	1.417095	1.417095	1.417095	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153256	1.416934	1.416941	1.416994	1.416994	1.416994	1.416994	1.416994	1.416994	1.416994	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153356	1.416833	1.416840	1.416893	1.416893	1.416893	1.416893	1.416893	1.416893	1.416893	-0.000006	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153456	1.416732	1.416739	1.416792	1.416792	1.416792	1.416792	1.416792	1.416792	1.416792	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153556	1.416631	1.416637	1.416691	1.416691	1.416690	1.416690	1.416690	1.416690	1.416690	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153656	1.416530	1.416536	1.416589	1.416589	1.416589	1.416589	1.416589	1.416589	1.416589	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153756	1.416428	1.416435	1.416488	1.416488	1.416488	1.416488	1.416488	1.416488	1.416488	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153856	1.416327	1.416334	1.416387	1.416387	1.416387	1.416387	1.416387	1.416387	1.416387	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.153956	1.416226	1.416233	1.416286	1.416286	1.416286	1.416286	1.416286	1.416286	1.416286	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.154056	1.416125	1.416131	1.416184	1.416184	1.416184	1.416184	1.416184	1.416184	1.416184	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.154156	1.416023	1.416030	1.416083	1.416083	1.416083	1.416083	1.416083	1.416083	1.416083	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.154256	1.415922	1.415929	1.415982	1.415982	1.415982	1.415982	1.415982	1.415982	1.415982	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.154356	1.415821	1.415828	1.415881	1.415881	1.415881	1.415881	1.415881	1.415881	1.415881	-0.000007	-0.000060	-0.000060	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.154456	1.415720	1.415727	1.415779	1.415779	1.415779	1.415779	1.415779	1.415779	1.415779	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.154556	1.415619	1.415625	1.415678	1.415678	1.415678	1.415678	1.415678	1.415678	1.415678	-0.000007	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060	-0.000060
0.154656	1.415517	1.415524	1.415577	1.415577	1.415577	1.415577	1.415577	1.415577	1.415577	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.154756	1.415416	1.415423	1.415476	1.415476	1.415476	1.415476	1.415476	1.415476	1.415476	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.154856	1.415315	1.415322	1.415375	1.415375	1.415374	1.415374	1.415374	1.415374	1.415374	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.154956	1.415214	1.415221	1.415273	1.415273	1.415273	1.415273	1.415273	1.415273	1.415273	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155056	1.415113	1.415119	1.415172	1.415172	1.415172	1.415172	1.415172	1.415172	1.415172	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155156	1.415011	1.415018	1.415071	1.415071	1.415071	1.415071	1.415071	1.415071	1.415071	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155256	1.414910	1.414917	1.414970	1.414970	1.414969	1.414969	1.414969	1.414969	1.414969	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155356	1.414809	1.414816	1.414868	1.414868	1.414868	1.414868	1.414868	1.414868	1.414868	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155456	1.414708	1.414715	1.414767	1.414767	1.414767	1.414767	1.414767	1.414767	1.414767	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155556	1.414606	1.414613	1.414666	1.414666	1.414666	1.414666	1.414666	1.414666	1.414666	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155656	1.414505	1.414512	1.414564	1.414564	1.414564	1.414564	1.414564	1.414564	1.414564	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155756	1.414404	1.414411	1.414463	1.414463	1.414463	1.414463	1.414463	1.414463	1.414463	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155856	1.414303	1.414310	1.414362	1.414362	1.414362	1.414362	1.414362	1.414362	1.414362	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.155956	1.414201	1.414209	1.414261	1.414261	1.414261	1.414261	1.414261	1.414261	1.414261	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156056	1.414100	1.414107	1.414159	1.414159	1.414159	1.414159	1.414159	1.414159	1.414159	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156156	1.413999	1.414006	1.414058	1.414058	1.414058	1.414058	1.414058	1.414058	1.414058	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156256	1.413898	1.413905	1.413957	1.413957	1.413957	1.413957	1.413957	1.413957	1.413957	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156356	1.413796	1.413804	1.413856	1.413856	1.413856	1.413856	1.413856	1.413856	1.413856	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156456	1.413695	1.413702	1.413754	1.413754	1.413754	1.413754	1.413754	1.413754	1.413754	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156556	1.413594	1.413601	1.413653	1.413653	1.413653	1.413653	1.413653	1.413653	1.413653	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156656	1.413493	1.413500	1.413552	1.413552	1.413552	1.413552	1.413552	1.413552	1.413552	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156756	1.413391	1.413399	1.413450	1.413450	1.413450	1.413450	1.413450	1.413450	1.413450	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156856	1.413290	1.413297	1.413349	1.413349	1.413349	1.413349	1.413349	1.413349	1.413349	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.156956	1.413189	1.413196	1.413248	1.413248	1.413248	1.413248	1.413248	1.413248	1.413248	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157056	1.413088	1.413095	1.413147	1.413147	1.413147	1.413147	1.413147	1.413147	1.413147	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157156	1.412987	1.412994	1.413045	1.413045	1.413045	1.413045	1.413045	1.413045	1.413045	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157256	1.412885	1.412893	1.412944	1.412944	1.412944	1.412944	1.412944	1.412944	1.412944	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157356	1.412784	1.412791	1.412843	1.412843	1.412843	1.412843	1.412843	1.412843	1.412843	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157456	1.412683	1.412690	1.412741	1.412741	1.412741	1.412741	1.412741	1.412741	1.412741	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157556	1.412581	1.412589	1.412640	1.412640	1.412640	1.412640	1.412640	1.412640	1.412640	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157656	1.412480	1.412488	1.412539	1.412539	1.412539	1.412539	1.412539	1.412539	1.412539	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157756	1.412379	1.412386	1.412438	1.412438	1.412438	1.412438	1.412438	1.412438	1.412438	-0.000007	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
0.157856	1.412278	1.412285	1.412336	1.412336	1.412336	1.412336	1.412336	1.412336	1.412336	-0.000008	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059	-0.000059
